Unnamed: 0,index,total,state,zone,ds,y,holiday
11035,11035,total,State 2,Zone R,2021-09-04,7283,0.0
12660,12660,total,State 1,Zone R,2021-09-04,6744,0.0
3061,3061,total,State 1,Zone Q,2021-09-04,6075,0.0
6079,6079,total,State 3,Zone P,2021-09-04,4617,0.0
426,426,total,State 3,Zone P,2021-09-05,4301,0.0
1831,1831,total,State 1,Zone R,2021-09-05,6030,0.0
11837,11837,total,State 3,Zone Q,2021-09-05,5717,0.0
2771,2771,total,State 2,Zone P,2021-09-05,9476,0.0
8220,8220,total,State 1,Zone Q,2021-09-05,9409,0.0
3023,3023,total,State 2,Zone R,2021-09-05,13194,0.0
2071,2071,total,State 2,Zone Q,2021-09-05,11045,0.0
8686,8686,total,State 1,Zone P,2021-09-05,9537,0.0
9356,9356,total,State 3,Zone R,2021-09-05,6401,0.0
11588,11588,total,State 1,Zone R,2021-09-06,5693,1.0
10960,10960,total,State 2,Zone Q,2021-09-06,8558,1.0
11669,11669,total,State 2,Zone R,2021-09-06,7145,1.0
9277,9277,total,State 2,Zone P,2021-09-06,7432,1.0
1381,1381,total,State 3,Zone Q,2021-09-06,4586,1.0
11626,11626,total,State 3,Zone R,2021-09-06,3144,1.0
3454,3454,total,State 1,Zone Q,2021-09-06,3980,1.0
10954,10954,total,State 1,Zone P,2021-09-06,6413,1.0
2663,2663,total,State 3,Zone P,2021-09-06,3396,1.0
439,439,total,State 1,Zone P,2021-09-07,6667,0.0
6644,6644,total,State 3,Zone Q,2021-09-07,4969,0.0
5460,5460,total,State 3,Zone R,2021-09-07,6052,0.0
5809,5809,total,State 2,Zone R,2021-09-07,7558,0.0
12508,12508,total,State 2,Zone Q,2021-09-07,7586,0.0
10979,10979,total,State 2,Zone P,2021-09-07,6120,0.0
11950,11950,total,State 1,Zone R,2021-09-07,4619,0.0
2975,2975,total,State 3,Zone P,2021-09-07,3442,0.0
4619,4619,total,State 1,Zone Q,2021-09-07,4831,0.0
12096,12096,total,State 3,Zone P,2021-09-08,4812,0.0
627,627,total,State 3,Zone Q,2021-09-08,4091,0.0
12455,12455,total,State 3,Zone R,2021-09-08,6094,0.0
7552,7552,total,State 2,Zone P,2021-09-08,10231,0.0
7986,7986,total,State 2,Zone Q,2021-09-08,10309,0.0
11013,11013,total,State 1,Zone Q,2021-09-08,7134,0.0
9450,9450,total,State 1,Zone R,2021-09-08,6385,0.0
47,47,total,State 2,Zone R,2021-09-08,11495,0.0
6275,6275,total,State 1,Zone P,2021-09-08,7837,0.0
6281,6281,total,State 2,Zone R,2021-09-09,10199,0.0
7923,7923,total,State 1,Zone R,2021-09-09,5362,0.0
4332,4332,total,State 3,Zone R,2021-09-09,3985,0.0
522,522,total,State 2,Zone Q,2021-09-09,7164,0.0
4075,4075,total,State 3,Zone P,2021-09-09,5236,0.0
2264,2264,total,State 1,Zone Q,2021-09-09,5116,0.0
3368,3368,total,State 2,Zone P,2021-09-09,11759,0.0
9607,9607,total,State 3,Zone Q,2021-09-09,4781,0.0
717,717,total,State 1,Zone P,2021-09-09,7723,0.0
8871,8871,total,State 2,Zone P,2021-09-10,7690,0.0
5014,5014,total,State 3,Zone Q,2021-09-10,5637,0.0
11201,11201,total,State 1,Zone Q,2021-09-10,7746,0.0
1929,1929,total,State 3,Zone R,2021-09-10,3747,0.0
5183,5183,total,State 1,Zone P,2021-09-10,7043,0.0
8594,8594,total,State 1,Zone R,2021-09-10,7033,0.0
8585,8585,total,State 2,Zone Q,2021-09-10,6081,0.0
6697,6697,total,State 2,Zone R,2021-09-10,9418,0.0
3435,3435,total,State 3,Zone P,2021-09-10,3486,0.0
10500,10500,total,State 1,Zone Q,2021-09-11,8290,0.0
6889,6889,total,State 2,Zone Q,2021-09-11,8740,0.0
7007,7007,total,State 3,Zone R,2021-09-11,6509,0.0
6112,6112,total,State 2,Zone P,2021-09-11,8673,0.0
12773,12773,total,State 2,Zone R,2021-09-11,12303,0.0
4724,4724,total,State 1,Zone P,2021-09-11,7342,0.0
6687,6687,total,State 3,Zone Q,2021-09-11,5450,0.0
7895,7895,total,State 3,Zone P,2021-09-11,5014,0.0
4587,4587,total,State 1,Zone R,2021-09-11,5628,0.0
10929,10929,total,State 3,Zone P,2021-09-12,5870,0.0
2381,2381,total,State 3,Zone R,2021-09-12,4214,0.0
4025,4025,total,State 3,Zone Q,2021-09-12,6009,0.0
11264,11264,total,State 1,Zone R,2021-09-12,6888,0.0
6771,6771,total,State 1,Zone P,2021-09-12,9301,0.0
12876,12876,total,State 2,Zone Q,2021-09-12,10383,0.0
2996,2996,total,State 2,Zone R,2021-09-12,11840,0.0
6750,6750,total,State 1,Zone Q,2021-09-12,7152,0.0
2221,2221,total,State 2,Zone P,2021-09-12,11517,0.0
5560,5560,total,State 1,Zone P,2021-09-13,5328,1.0
2905,2905,total,State 3,Zone R,2021-09-13,4049,1.0
6851,6851,total,State 3,Zone Q,2021-09-13,4651,1.0
12473,12473,total,State 3,Zone P,2021-09-13,4923,1.0
9207,9207,total,State 2,Zone Q,2021-09-13,8649,1.0
10914,10914,total,State 1,Zone R,2021-09-13,4254,1.0
10745,10745,total,State 2,Zone R,2021-09-13,8603,1.0
12203,12203,total,State 2,Zone P,2021-09-13,7493,1.0
8502,8502,total,State 1,Zone Q,2021-09-13,3772,1.0
9057,9057,total,State 1,Zone Q,2021-09-14,6795,0.0
7446,7446,total,State 2,Zone Q,2021-09-14,8727,0.0
9373,9373,total,State 3,Zone R,2021-09-14,3830,0.0
5793,5793,total,State 1,Zone R,2021-09-14,7578,0.0
4543,4543,total,State 3,Zone P,2021-09-14,3958,0.0
5527,5527,total,State 3,Zone Q,2021-09-14,5403,0.0
2917,2917,total,State 2,Zone R,2021-09-14,10205,0.0
1328,1328,total,State 1,Zone P,2021-09-14,6826,0.0
12154,12154,total,State 2,Zone P,2021-09-14,11501,0.0
996,996,total,State 2,Zone R,2021-09-15,6022,0.0
2999,2999,total,State 1,Zone R,2021-09-15,8012,0.0
1904,1904,total,State 2,Zone P,2021-09-15,6332,0.0
11043,11043,total,State 1,Zone Q,2021-09-15,8186,0.0
11001,11001,total,State 3,Zone P,2021-09-15,4622,0.0
9427,9427,total,State 1,Zone P,2021-09-15,6694,0.0
8547,8547,total,State 3,Zone R,2021-09-15,6330,0.0
7876,7876,total,State 2,Zone Q,2021-09-15,8534,0.0
3783,3783,total,State 3,Zone Q,2021-09-15,3657,0.0
12045,12045,total,State 2,Zone P,2021-09-16,11766,0.0
5024,5024,total,State 3,Zone P,2021-09-16,6527,0.0
11021,11021,total,State 1,Zone P,2021-09-16,8182,0.0
2497,2497,total,State 2,Zone Q,2021-09-16,7161,0.0
7187,7187,total,State 1,Zone Q,2021-09-16,7816,0.0
10697,10697,total,State 2,Zone R,2021-09-16,7707,0.0
8993,8993,total,State 3,Zone R,2021-09-16,3897,0.0
10494,10494,total,State 3,Zone Q,2021-09-16,5406,0.0
12265,12265,total,State 1,Zone R,2021-09-16,5449,0.0
6347,6347,total,State 1,Zone P,2021-09-17,5316,0.0
6688,6688,total,State 2,Zone Q,2021-09-17,9723,0.0
210,210,total,State 3,Zone Q,2021-09-17,3537,0.0
4015,4015,total,State 2,Zone R,2021-09-17,6629,0.0
10117,10117,total,State 1,Zone R,2021-09-17,5843,0.0
5704,5704,total,State 2,Zone P,2021-09-17,7361,0.0
1426,1426,total,State 1,Zone Q,2021-09-17,4759,0.0
2714,2714,total,State 3,Zone R,2021-09-17,4294,0.0
2748,2748,total,State 3,Zone P,2021-09-17,4390,0.0
4708,4708,total,State 2,Zone P,2021-09-18,12339,0.0
5190,5190,total,State 1,Zone R,2021-09-18,7015,0.0
800,800,total,State 1,Zone Q,2021-09-18,7850,0.0
5820,5820,total,State 3,Zone Q,2021-09-18,6229,0.0
4433,4433,total,State 2,Zone Q,2021-09-18,13010,0.0
1466,1466,total,State 3,Zone P,2021-09-18,6461,0.0
4444,4444,total,State 2,Zone R,2021-09-18,8363,0.0
916,916,total,State 1,Zone P,2021-09-18,6084,0.0
5168,5168,total,State 3,Zone R,2021-09-18,5420,0.0
10890,10890,total,State 2,Zone Q,2021-09-19,10166,0.0
6541,6541,total,State 2,Zone P,2021-09-19,14113,0.0
6601,6601,total,State 2,Zone R,2021-09-19,12549,0.0
6807,6807,total,State 3,Zone Q,2021-09-19,4954,0.0
12176,12176,total,State 1,Zone R,2021-09-19,9434,0.0
7617,7617,total,State 3,Zone R,2021-09-19,5608,0.0
7693,7693,total,State 1,Zone P,2021-09-19,9769,0.0
10043,10043,total,State 3,Zone P,2021-09-19,4814,0.0
5288,5288,total,State 1,Zone Q,2021-09-19,5036,0.0
4292,4292,total,State 2,Zone R,2021-09-20,7733,1.0
8684,8684,total,State 3,Zone R,2021-09-20,2973,1.0
4335,4335,total,State 3,Zone Q,2021-09-20,3030,1.0
9614,9614,total,State 3,Zone P,2021-09-20,4662,1.0
4028,4028,total,State 1,Zone Q,2021-09-20,3858,1.0
13096,13096,total,State 2,Zone P,2021-09-20,6528,1.0
7871,7871,total,State 1,Zone P,2021-09-20,6317,1.0
6489,6489,total,State 1,Zone R,2021-09-20,5538,1.0
10079,10079,total,State 2,Zone Q,2021-09-20,8311,1.0
11506,11506,total,State 2,Zone P,2021-09-21,11124,0.0
4088,4088,total,State 3,Zone Q,2021-09-21,6567,0.0
3775,3775,total,State 1,Zone Q,2021-09-21,5999,0.0
7219,7219,total,State 3,Zone R,2021-09-21,6306,0.0
602,602,total,State 2,Zone R,2021-09-21,8449,0.0
10071,10071,total,State 2,Zone Q,2021-09-21,8874,0.0
11623,11623,total,State 1,Zone P,2021-09-21,4302,0.0
12273,12273,total,State 3,Zone P,2021-09-21,5358,0.0
2949,2949,total,State 1,Zone R,2021-09-21,5647,0.0
8164,8164,total,State 1,Zone R,2021-09-22,6685,0.0
5924,5924,total,State 1,Zone P,2021-09-22,6704,0.0
10831,10831,total,State 3,Zone P,2021-09-22,4534,0.0
5073,5073,total,State 2,Zone P,2021-09-22,10379,0.0
10304,10304,total,State 1,Zone Q,2021-09-22,5149,0.0
5080,5080,total,State 3,Zone Q,2021-09-22,4696,0.0
4718,4718,total,State 2,Zone R,2021-09-22,9157,0.0
9951,9951,total,State 3,Zone R,2021-09-22,5125,0.0
10349,10349,total,State 2,Zone Q,2021-09-22,11525,0.0
12975,12975,total,State 2,Zone Q,2021-09-23,10031,0.0
2598,2598,total,State 3,Zone Q,2021-09-23,5325,0.0
488,488,total,State 3,Zone R,2021-09-23,5901,0.0
2240,2240,total,State 1,Zone R,2021-09-23,4460,0.0
4958,4958,total,State 2,Zone R,2021-09-23,8919,0.0
1024,1024,total,State 1,Zone Q,2021-09-23,4398,0.0
7424,7424,total,State 1,Zone P,2021-09-23,6847,0.0
6773,6773,total,State 2,Zone P,2021-09-23,6563,0.0
2415,2415,total,State 3,Zone P,2021-09-23,3927,0.0
2588,2588,total,State 2,Zone R,2021-09-24,7347,0.0
5717,5717,total,State 3,Zone Q,2021-09-24,4681,0.0
10758,10758,total,State 1,Zone P,2021-09-24,4435,0.0
8576,8576,total,State 2,Zone P,2021-09-24,10376,0.0
1469,1469,total,State 3,Zone R,2021-09-24,5202,0.0
9814,9814,total,State 1,Zone Q,2021-09-24,7142,0.0
8788,8788,total,State 2,Zone Q,2021-09-24,6494,0.0
3542,3542,total,State 3,Zone P,2021-09-24,5447,0.0
5430,5430,total,State 1,Zone R,2021-09-24,7146,0.0
6059,6059,total,State 2,Zone R,2021-09-25,10751,0.0
3280,3280,total,State 3,Zone P,2021-09-25,7096,0.0
12714,12714,total,State 1,Zone R,2021-09-25,6617,0.0
656,656,total,State 2,Zone P,2021-09-25,11747,0.0
7551,7551,total,State 3,Zone R,2021-09-25,4719,0.0
12496,12496,total,State 1,Zone Q,2021-09-25,8413,0.0
11638,11638,total,State 2,Zone Q,2021-09-25,12189,0.0
11177,11177,total,State 3,Zone Q,2021-09-25,5740,0.0
1767,1767,total,State 1,Zone P,2021-09-25,7943,0.0
10809,10809,total,State 1,Zone Q,2021-09-26,5165,0.0
11663,11663,total,State 1,Zone R,2021-09-26,5551,0.0
8716,8716,total,State 3,Zone P,2021-09-26,6707,0.0
7024,7024,total,State 2,Zone Q,2021-09-26,12835,0.0
1501,1501,total,State 2,Zone P,2021-09-26,11353,0.0
7222,7222,total,State 1,Zone P,2021-09-26,5017,0.0
3237,3237,total,State 2,Zone R,2021-09-26,13937,0.0
2482,2482,total,State 3,Zone R,2021-09-26,4759,0.0
148,148,total,State 3,Zone Q,2021-09-26,5877,0.0
10867,10867,total,State 1,Zone R,2021-09-27,3453,1.0
4850,4850,total,State 3,Zone Q,2021-09-27,4519,1.0
1052,1052,total,State 3,Zone P,2021-09-27,4539,1.0
12210,12210,total,State 2,Zone Q,2021-09-27,7872,1.0
1060,1060,total,State 2,Zone R,2021-09-27,7034,1.0
12141,12141,total,State 1,Zone Q,2021-09-27,5034,1.0
9212,9212,total,State 1,Zone P,2021-09-27,4066,1.0
9200,9200,total,State 2,Zone P,2021-09-27,6486,1.0
11333,11333,total,State 3,Zone R,2021-09-27,3892,1.0
11337,11337,total,State 2,Zone P,2021-09-28,7440,0.0
11000,11000,total,State 3,Zone P,2021-09-28,5646,0.0
10236,10236,total,State 1,Zone Q,2021-09-28,5475,0.0
5561,5561,total,State 1,Zone R,2021-09-28,5606,0.0
2886,2886,total,State 3,Zone R,2021-09-28,4560,0.0
6902,6902,total,State 2,Zone Q,2021-09-28,10324,0.0
4565,4565,total,State 1,Zone P,2021-09-28,6782,0.0
4612,4612,total,State 3,Zone Q,2021-09-28,4801,0.0
9120,9120,total,State 2,Zone R,2021-09-28,10448,0.0
8167,8167,total,State 3,Zone Q,2021-09-29,5041,0.0
6703,6703,total,State 1,Zone R,2021-09-29,7351,0.0
7868,7868,total,State 2,Zone Q,2021-09-29,6505,0.0
8416,8416,total,State 2,Zone P,2021-09-29,6732,0.0
11716,11716,total,State 1,Zone Q,2021-09-29,4374,0.0
1020,1020,total,State 1,Zone P,2021-09-29,6772,0.0
2746,2746,total,State 2,Zone R,2021-09-29,11288,0.0
1605,1605,total,State 3,Zone R,2021-09-29,4141,0.0
11014,11014,total,State 3,Zone P,2021-09-29,5099,0.0
3138,3138,total,State 3,Zone Q,2021-09-30,4996,0.0
1073,1073,total,State 3,Zone P,2021-09-30,6611,0.0
2164,2164,total,State 3,Zone R,2021-09-30,6070,0.0
12170,12170,total,State 1,Zone P,2021-09-30,5908,0.0
13123,13123,total,State 2,Zone Q,2021-09-30,9026,0.0
6788,6788,total,State 1,Zone R,2021-09-30,5719,0.0
9893,9893,total,State 2,Zone P,2021-09-30,10723,0.0
4403,4403,total,State 1,Zone Q,2021-09-30,7020,0.0
3029,3029,total,State 2,Zone R,2021-09-30,10876,0.0
11226,11226,total,State 1,Zone P,2021-10-01,6276,0.0
8654,8654,total,State 3,Zone P,2021-10-01,5560,0.0
9233,9233,total,State 2,Zone R,2021-10-01,6915,0.0
5463,5463,total,State 3,Zone R,2021-10-01,6363,0.0
3169,3169,total,State 1,Zone Q,2021-10-01,5639,0.0
6543,6543,total,State 1,Zone R,2021-10-01,6540,0.0
3049,3049,total,State 3,Zone Q,2021-10-01,6609,0.0
1404,1404,total,State 2,Zone Q,2021-10-01,5993,0.0
12329,12329,total,State 2,Zone P,2021-10-01,8064,0.0
1495,1495,total,State 1,Zone Q,2021-10-02,7158,0.0
3107,3107,total,State 1,Zone R,2021-10-02,9135,0.0
1778,1778,total,State 2,Zone P,2021-10-02,9440,0.0
5702,5702,total,State 1,Zone P,2021-10-02,8465,0.0
4639,4639,total,State 3,Zone Q,2021-10-02,6575,0.0
9633,9633,total,State 2,Zone R,2021-10-02,12320,0.0
11081,11081,total,State 3,Zone R,2021-10-02,5078,0.0
2340,2340,total,State 3,Zone P,2021-10-02,5877,0.0
7041,7041,total,State 2,Zone Q,2021-10-02,12931,0.0
12421,12421,total,State 2,Zone Q,2021-10-03,8865,0.0
4243,4243,total,State 3,Zone Q,2021-10-03,6305,0.0
5607,5607,total,State 3,Zone P,2021-10-03,5586,0.0
3794,3794,total,State 1,Zone Q,2021-10-03,7245,0.0
9657,9657,total,State 1,Zone R,2021-10-03,5963,0.0
431,431,total,State 1,Zone P,2021-10-03,7789,0.0
10283,10283,total,State 2,Zone R,2021-10-03,9342,0.0
1208,1208,total,State 2,Zone P,2021-10-03,8997,0.0
10035,10035,total,State 3,Zone R,2021-10-03,6891,0.0
9067,9067,total,State 1,Zone R,2021-10-04,6288,1.0
1079,1079,total,State 2,Zone Q,2021-10-04,5663,1.0
4389,4389,total,State 2,Zone R,2021-10-04,6430,1.0
5323,5323,total,State 3,Zone Q,2021-10-04,2936,1.0
6040,6040,total,State 3,Zone P,2021-10-04,4538,1.0
4907,4907,total,State 2,Zone P,2021-10-04,5121,1.0
690,690,total,State 3,Zone R,2021-10-04,5035,1.0
5052,5052,total,State 1,Zone P,2021-10-04,3581,1.0
5577,5577,total,State 1,Zone Q,2021-10-04,4832,1.0
117,117,total,State 2,Zone P,2021-10-05,6949,0.0
8125,8125,total,State 1,Zone P,2021-10-05,4992,0.0
5840,5840,total,State 2,Zone R,2021-10-05,9565,0.0
5944,5944,total,State 3,Zone P,2021-10-05,5046,0.0
11175,11175,total,State 3,Zone Q,2021-10-05,5904,0.0
10732,10732,total,State 1,Zone Q,2021-10-05,4564,0.0
1230,1230,total,State 1,Zone R,2021-10-05,5615,0.0
6817,6817,total,State 3,Zone R,2021-10-05,3699,0.0
4815,4815,total,State 2,Zone Q,2021-10-05,6580,0.0
3935,3935,total,State 3,Zone P,2021-10-06,3510,0.0
5412,5412,total,State 2,Zone R,2021-10-06,10684,0.0
11522,11522,total,State 1,Zone Q,2021-10-06,7051,0.0
3373,3373,total,State 3,Zone Q,2021-10-06,4228,0.0
9722,9722,total,State 3,Zone R,2021-10-06,4481,0.0
2385,2385,total,State 1,Zone R,2021-10-06,4969,0.0
1946,1946,total,State 2,Zone P,2021-10-06,10333,0.0
8396,8396,total,State 1,Zone P,2021-10-06,6075,0.0
3167,3167,total,State 2,Zone Q,2021-10-06,6475,0.0
6155,6155,total,State 2,Zone P,2021-10-07,11440,0.0
4664,4664,total,State 2,Zone R,2021-10-07,6578,0.0
9119,9119,total,State 1,Zone R,2021-10-07,6857,0.0
8022,8022,total,State 1,Zone Q,2021-10-07,4989,0.0
4877,4877,total,State 1,Zone P,2021-10-07,7368,0.0
5312,5312,total,State 3,Zone P,2021-10-07,4488,0.0
12959,12959,total,State 3,Zone R,2021-10-07,4513,0.0
10584,10584,total,State 2,Zone Q,2021-10-07,11344,0.0
5100,5100,total,State 3,Zone Q,2021-10-07,3891,0.0
9819,9819,total,State 1,Zone Q,2021-10-08,8017,0.0
1985,1985,total,State 1,Zone R,2021-10-08,4587,0.0
10036,10036,total,State 3,Zone P,2021-10-08,6297,0.0
3851,3851,total,State 2,Zone Q,2021-10-08,9974,0.0
11221,11221,total,State 2,Zone R,2021-10-08,6076,0.0
2170,2170,total,State 3,Zone R,2021-10-08,4662,0.0
1133,1133,total,State 3,Zone Q,2021-10-08,5946,0.0
1108,1108,total,State 2,Zone P,2021-10-08,11595,0.0
1349,1349,total,State 1,Zone P,2021-10-08,7870,0.0
1117,1117,total,State 1,Zone P,2021-10-09,5329,0.0
894,894,total,State 2,Zone P,2021-10-09,10383,0.0
1772,1772,total,State 2,Zone Q,2021-10-09,10468,0.0
8196,8196,total,State 2,Zone R,2021-10-09,7698,0.0
5256,5256,total,State 1,Zone R,2021-10-09,8117,0.0
12977,12977,total,State 3,Zone R,2021-10-09,7408,0.0
13101,13101,total,State 3,Zone P,2021-10-09,5988,0.0
2928,2928,total,State 1,Zone Q,2021-10-09,8494,0.0
6582,6582,total,State 3,Zone Q,2021-10-09,6096,0.0
6188,6188,total,State 1,Zone Q,2021-10-10,8464,0.0
3852,3852,total,State 1,Zone P,2021-10-10,6312,0.0
4156,4156,total,State 2,Zone R,2021-10-10,8182,0.0
7597,7597,total,State 2,Zone P,2021-10-10,10744,0.0
10822,10822,total,State 3,Zone P,2021-10-10,6264,0.0
170,170,total,State 3,Zone R,2021-10-10,6456,0.0
9132,9132,total,State 2,Zone Q,2021-10-10,11970,0.0
3916,3916,total,State 1,Zone R,2021-10-10,6785,0.0
5373,5373,total,State 3,Zone Q,2021-10-10,7040,0.0
3597,3597,total,State 2,Zone Q,2021-10-11,8447,1.0
8574,8574,total,State 1,Zone P,2021-10-11,5551,1.0
2815,2815,total,State 1,Zone Q,2021-10-11,3924,1.0
9659,9659,total,State 3,Zone Q,2021-10-11,3689,1.0
10022,10022,total,State 3,Zone P,2021-10-11,3325,1.0
10892,10892,total,State 1,Zone R,2021-10-11,4216,1.0
8432,8432,total,State 2,Zone R,2021-10-11,5547,1.0
8859,8859,total,State 3,Zone R,2021-10-11,4444,1.0
8333,8333,total,State 2,Zone P,2021-10-11,5021,1.0
12311,12311,total,State 2,Zone P,2021-10-12,7042,0.0
6742,6742,total,State 3,Zone Q,2021-10-12,3536,0.0
498,498,total,State 1,Zone Q,2021-10-12,4505,0.0
9430,9430,total,State 2,Zone R,2021-10-12,7825,0.0
8770,8770,total,State 1,Zone P,2021-10-12,5263,0.0
8505,8505,total,State 2,Zone Q,2021-10-12,6054,0.0
942,942,total,State 1,Zone R,2021-10-12,7239,0.0
9981,9981,total,State 3,Zone P,2021-10-12,3968,0.0
527,527,total,State 3,Zone R,2021-10-12,4647,0.0
3470,3470,total,State 1,Zone Q,2021-10-13,5003,0.0
10726,10726,total,State 1,Zone R,2021-10-13,7312,0.0
8639,8639,total,State 2,Zone R,2021-10-13,6335,0.0
6211,6211,total,State 2,Zone Q,2021-10-13,8834,0.0
12704,12704,total,State 1,Zone P,2021-10-13,5418,0.0
11224,11224,total,State 3,Zone R,2021-10-13,4353,0.0
3205,3205,total,State 3,Zone P,2021-10-13,6251,0.0
7205,7205,total,State 3,Zone Q,2021-10-13,6193,0.0
4774,4774,total,State 2,Zone P,2021-10-13,10117,0.0
2045,2045,total,State 3,Zone R,2021-10-14,3903,0.0
8237,8237,total,State 2,Zone R,2021-10-14,6922,0.0
6301,6301,total,State 2,Zone P,2021-10-14,6798,0.0
5355,5355,total,State 3,Zone Q,2021-10-14,5026,0.0
8113,8113,total,State 1,Zone R,2021-10-14,8060,0.0
12494,12494,total,State 1,Zone Q,2021-10-14,7309,0.0
11825,11825,total,State 3,Zone P,2021-10-14,3837,0.0
12049,12049,total,State 2,Zone Q,2021-10-14,8627,0.0
11417,11417,total,State 1,Zone P,2021-10-14,7910,0.0
5902,5902,total,State 1,Zone R,2021-10-15,5406,0.0
9696,9696,total,State 1,Zone Q,2021-10-15,5520,0.0
6575,6575,total,State 2,Zone P,2021-10-15,7521,0.0
12882,12882,total,State 2,Zone Q,2021-10-15,10261,0.0
3172,3172,total,State 2,Zone R,2021-10-15,8750,0.0
3515,3515,total,State 3,Zone R,2021-10-15,3482,0.0
5762,5762,total,State 1,Zone P,2021-10-15,5301,0.0
1351,1351,total,State 3,Zone Q,2021-10-15,4186,0.0
12257,12257,total,State 3,Zone P,2021-10-15,3527,0.0
2213,2213,total,State 3,Zone R,2021-10-16,7307,0.0
8263,8263,total,State 1,Zone R,2021-10-16,9277,0.0
4628,4628,total,State 1,Zone Q,2021-10-16,5722,0.0
814,814,total,State 2,Zone Q,2021-10-16,10042,0.0
7180,7180,total,State 1,Zone P,2021-10-16,9334,0.0
7934,7934,total,State 3,Zone P,2021-10-16,6578,0.0
7839,7839,total,State 2,Zone P,2021-10-16,10916,0.0
1781,1781,total,State 2,Zone R,2021-10-16,8109,0.0
6359,6359,total,State 3,Zone Q,2021-10-16,4088,0.0
4366,4366,total,State 1,Zone Q,2021-10-17,5156,0.0
9240,9240,total,State 3,Zone R,2021-10-17,4152,0.0
1914,1914,total,State 3,Zone P,2021-10-17,4949,0.0
5065,5065,total,State 1,Zone R,2021-10-17,8928,0.0
13049,13049,total,State 2,Zone R,2021-10-17,9161,0.0
9964,9964,total,State 3,Zone Q,2021-10-17,4074,0.0
8039,8039,total,State 2,Zone Q,2021-10-17,10921,0.0
9526,9526,total,State 1,Zone P,2021-10-17,7188,0.0
9672,9672,total,State 2,Zone P,2021-10-17,8351,0.0
7739,7739,total,State 3,Zone P,2021-10-18,2820,1.0
3675,3675,total,State 3,Zone Q,2021-10-18,3883,1.0
8812,8812,total,State 1,Zone R,2021-10-18,6549,1.0
10127,10127,total,State 2,Zone P,2021-10-18,6282,1.0
774,774,total,State 3,Zone R,2021-10-18,3973,1.0
8118,8118,total,State 2,Zone R,2021-10-18,5475,1.0
10014,10014,total,State 1,Zone P,2021-10-18,5942,1.0
4694,4694,total,State 2,Zone Q,2021-10-18,5252,1.0
13055,13055,total,State 1,Zone Q,2021-10-18,5637,1.0
1416,1416,total,State 3,Zone P,2021-10-19,4360,0.0
7386,7386,total,State 3,Zone R,2021-10-19,5007,0.0
11751,11751,total,State 1,Zone Q,2021-10-19,6262,0.0
6228,6228,total,State 2,Zone P,2021-10-19,8976,0.0
7968,7968,total,State 2,Zone R,2021-10-19,10765,0.0
8205,8205,total,State 1,Zone P,2021-10-19,6260,0.0
3535,3535,total,State 1,Zone R,2021-10-19,6014,0.0
8586,8586,total,State 3,Zone Q,2021-10-19,6026,0.0
9481,9481,total,State 2,Zone Q,2021-10-19,7859,0.0
12929,12929,total,State 1,Zone P,2021-10-20,6298,0.0
5582,5582,total,State 3,Zone Q,2021-10-20,5981,0.0
11605,11605,total,State 2,Zone R,2021-10-20,10865,0.0
4749,4749,total,State 2,Zone P,2021-10-20,6279,0.0
11974,11974,total,State 3,Zone R,2021-10-20,4208,0.0
1062,1062,total,State 1,Zone Q,2021-10-20,6914,0.0
4421,4421,total,State 2,Zone Q,2021-10-20,7534,0.0
9031,9031,total,State 3,Zone P,2021-10-20,6082,0.0
9382,9382,total,State 1,Zone R,2021-10-20,5454,0.0
8725,8725,total,State 1,Zone R,2021-10-21,6768,0.0
12793,12793,total,State 3,Zone R,2021-10-21,5928,0.0
10746,10746,total,State 1,Zone Q,2021-10-21,7383,0.0
8292,8292,total,State 2,Zone P,2021-10-21,8337,0.0
5324,5324,total,State 2,Zone Q,2021-10-21,8423,0.0
3234,3234,total,State 3,Zone P,2021-10-21,6545,0.0
11516,11516,total,State 2,Zone R,2021-10-21,11533,0.0
11062,11062,total,State 3,Zone Q,2021-10-21,4267,0.0
4074,4074,total,State 1,Zone P,2021-10-21,4931,0.0
10126,10126,total,State 2,Zone R,2021-10-22,8051,0.0
10276,10276,total,State 3,Zone R,2021-10-22,3438,0.0
4722,4722,total,State 1,Zone R,2021-10-22,8173,0.0
9038,9038,total,State 2,Zone Q,2021-10-22,8940,0.0
10678,10678,total,State 3,Zone P,2021-10-22,3761,0.0
3475,3475,total,State 1,Zone Q,2021-10-22,6745,0.0
3915,3915,total,State 1,Zone P,2021-10-22,6353,0.0
12157,12157,total,State 2,Zone P,2021-10-22,11278,0.0
4658,4658,total,State 3,Zone Q,2021-10-22,5708,0.0
9503,9503,total,State 1,Zone Q,2021-10-23,8996,0.0
4154,4154,total,State 3,Zone Q,2021-10-23,4846,0.0
689,689,total,State 2,Zone Q,2021-10-23,11320,0.0
5202,5202,total,State 2,Zone R,2021-10-23,11411,0.0
8245,8245,total,State 2,Zone P,2021-10-23,7255,0.0
3856,3856,total,State 1,Zone P,2021-10-23,5044,0.0
12425,12425,total,State 3,Zone P,2021-10-23,5762,0.0
9838,9838,total,State 3,Zone R,2021-10-23,5462,0.0
12599,12599,total,State 1,Zone R,2021-10-23,6480,0.0
8308,8308,total,State 3,Zone P,2021-10-24,4150,0.0
6253,6253,total,State 1,Zone P,2021-10-24,8965,0.0
